sample_id,reason,review_file,review_decision,keep_or_drop,attack_type,source_id,attack_surface,input_format
SEED-CAND-000058,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000059,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000060,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000061,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000062,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000063,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000064,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000065,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000066,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000068,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000069,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000070,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000071,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000072,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000073,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000074,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000075,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000076,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000077,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000078,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-04_deepset_prompt_injections,,
SEED-CAND-000079,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-04_deepset_prompt_injections,,
SEED-CAND-000080,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000081,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000082,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000083,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000084,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000086,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000087,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000088,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000089,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000090,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000091,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000092,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000094,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000095,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000096,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000097,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000098,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000099,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000100,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000101,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000102,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000103,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000104,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000106,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000107,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000108,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000109,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000110,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000111,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-04_deepset_prompt_injections,,
SEED-CAND-000112,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000113,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000114,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000115,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000116,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000117,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000118,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000119,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-04_deepset_prompt_injections,,
SEED-CAND-000120,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000121,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000122,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000123,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000124,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000125,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000126,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000128,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000129,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-04_deepset_prompt_injections,,
SEED-CAND-000131,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000132,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-04_deepset_prompt_injections,,
SEED-CAND-000133,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000134,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000135,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000136,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000137,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000138,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000139,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000141,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000142,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000143,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-04_deepset_prompt_injections,,
SEED-CAND-000144,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000145,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000146,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000147,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000148,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000149,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000150,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000151,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000152,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000153,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000154,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000155,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000156,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000157,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000158,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000159,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000160,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000161,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000162,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000163,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000164,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000165,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000166,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000167,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000169,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000170,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000171,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-04_deepset_prompt_injections,,
SEED-CAND-000172,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000173,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000174,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000175,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,format_injection,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000176,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000177,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000178,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000179,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,data_exfiltration,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000180,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-04_deepset_prompt_injections,,
SEED-CAND-000181,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000182,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000183,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000185,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000186,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000187,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000188,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
SEED-CAND-000189,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-01_lakera_gandalf,,
SEED-CAND-000190,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,role_play_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000191,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-04_deepset_prompt_injections,,
SEED-CAND-000192,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,unspecified,SRC-03_spml_chatbot_prompt_injection,,
SEED-CAND-000193,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,policy_bypass,SRC-09_neuralchemy_prompt_injection_dataset,,
SEED-CAND-000194,not_kept_by_review,data\review\manual_review_seed_malicious_schema_v1.csv,,,instruction_override,SRC-04_deepset_prompt_injections,,
