source_repository,source_ref,source_path,size_bytes,blob_hash,migration_decision,destination_path,review_notes
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_audit_30_v1.csv,83586,6fbe04e5ec26b133bef66d8903d1de7dbe2faf04,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_audit_30_v1_completed.csv,90622,f0420fa7f7ec8ed2923d7f4120f7dc03f761db26,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_candidates_all_v1.csv,20280291,0dfbf9519d945ce62033c69ea90f7d95af4c4a21,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_selected_10_v1.csv,25458,093cc449818fd4f2874def6f61901e15bb5a7431,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_strict_audit_summary_v1.csv,229,df86c9f1de4ce73447b19d352daadde19ea32ccf,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/external_structure_candidates/src12_bordair_v1/src12_bordair_yaml_audit_v1.csv,1023,bf673537152e3a32191e0cd39d5dff03d9411ade,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/external_structure_candidates/src12_bordair_v1/src12_bordair_yaml_candidates_all_v1.csv,1023,bf673537152e3a32191e0cd39d5dff03d9411ade,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/final/structure_intact_dataset_150_manifest_v1.csv,770,24b9646b8888812d1c897fb0a86f202d35331973,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/final/structure_intact_dataset_150_v1.csv,321233,41316c5c20f22cf86a0b08c58999e9ab563edcce,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/final/structure_intact_dataset_150_v1.jsonl,131,db7511ee1f2ceece5ff336600681f29b74187f46,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/final_selection/structure_intact_additional_14_selected_v1.csv,17007,4f5ae7a29fcb2764e1f34a795ebab4ac8954fd45,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/final_selection/structure_intact_bipia_code_additional_8_v1.csv,27559,924947b7834fcf0fc5eee6aaf986823587eb6ede,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/final_selection/structure_intact_bordair_selected_2_v1.csv,1460,87c342d1140633acdec4071bf20f63c3eb30c442,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/final_selection/structure_intact_markdown_additional_4_v1.csv,5486,9e65fbd150fbd632db0c9e0e45f696b318b33a59,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_code_block_v1.csv,4886,43a8eba67a3ea10a24fb3cdc8d2ec0648889edfa,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_code_block_v1_completed.csv,6002,bd1c5635b11e52b91da62062be9fa264ab5eebd2,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_json_v1.csv,2185,91a1ee1bccad9ff74a15824b30b24a82204e73a9,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_json_v1_completed.csv,2563,0f20c52811c956c66a5e931f956b1962d23ba9c8,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_markdown_v1.csv,14881,b51d0892c482bb0c6c4d1b9f79fea736e50d1482,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_markdown_v1_completed.csv,16882,b1066f970a9410da1863746147b3007ff5265606,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_repository_file_v1.csv,91197,326781ec2815a8ceae25409cb6fac5104ee5efed,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_scarce_formats_summary_v1.csv,136,cb17bc22cd7c1ed819927917df046a7e7a3b89a1,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_yaml_v1.csv,103781,a574f10bc3b7dd91581b57a5db590292518c8281,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_audit_v1/structure_intact_audit_192_v1.csv,215210,f0535b455823ea7bf9f6a6622cfa402acf648798,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_candidates_v1/structure_candidates_code_block_v1.csv,4759,eb8abd5298d6750893ea4d06d78e58c402be5edf,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_candidates_v1/structure_candidates_json_v1.csv,2124,730ae6288f3768bb381598fd1ebc393cc8bf20f5,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_candidates_v1/structure_candidates_markdown_v1.csv,14666,43e6b6deafb69747f2dd8543183d69958fcd6717,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_candidates_v1/structure_candidates_repository_file_v1.csv,252424,a4605c64a40bb5df7a70e230cb5f739833ce0cfd,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_candidates_v1/structure_candidates_yaml_v1.csv,315860,9df7fdc1dc69d294176998baceba62f5ef7a9252,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_candidates_v1/structure_intact_candidates_all_v1.csv,588181,d898849e94869e5d218974fa5cf06222f72a4a24,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_markdown_rescan_v2/markdown_rescan_audit_v2.csv,311840,ccba2ae965dc886d64da76bacc999385125cd0a9,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_markdown_rescan_v2/markdown_rescan_candidates_all_v2.csv,6794070,45cb8af3eb9689b8cd756ebdc336b309d6ca3a9f,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_markdown_rescan_v2/markdown_rescan_selected_4_summary_v2.csv,265,3b4c11bcd9fea62dfc8f3b0ab67206d2d469d0df,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_markdown_rescan_v2/markdown_rescan_selected_4_v2.csv,5499,fc4c5f7bacfb70c2b66fc63c633a9b9400c5f4dc,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/structure_intact_markdown_rescan_v2/markdown_rescan_targeted_audit_v2_completed.csv,9383,9f94e8f1ade702a8047ef59cec96e3b31d411856,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/yaml_rescan_v2/yaml_rescan_audit_v2.csv,82187,825b1779011a0614d97b75c80679f6d1f95dfb59,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/yaml_rescan_v2/yaml_rescan_audit_v2_completed.csv,95652,e2efe587dedf3f72aea34fe909e6a6d9f9c1c734,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/yaml_rescan_v2/yaml_rescan_candidates_all_v2.csv,82187,d29d1c01c6182a3e91df8fb31ebb7fa8d0ff2d10,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/yaml_rescan_v2/yaml_rescan_selected_strict_v2.csv,10061,ede7b74c1d8cadfd573d748a57a9dd65c752d51b,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/04_structure_intact/yaml_rescan_v2/yaml_rescan_strict_audit_summary_v2.csv,274,14cb851e40f14a9b07437e2d82df26e7924caf22,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/05_benign/final/benign_candidates_520_reviewed_v1.csv,672495,ddf2815fed937eac0022f8cb46114dd36c890d23,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/05_benign/final/benign_dataset_100_v1.csv,161697,2fa030ec3e6e270290f04033d248ab9e25cea266,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/05_benign/final/benign_dataset_100_v1.jsonl,131,b94aea0a50d9fd6396d64af0ba57d413edcfba8b,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/99_archive/manual_review_structure_intact_malicious_schema_v1.csv,383514,a6dc193779275bc8cf0b5569be0b32b8d5688e6f,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/README.md,4470,18aeff15fbebb5e8cf518052a90441175d9f4890,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/structure_intact_yaml_rescan_v2/yaml_rescan_audit_v2.csv,80828,f7db2bb1746a01a4535c300515b363ab8a32e2ec,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,data/review/structure_intact_yaml_rescan_v2/yaml_rescan_candidates_all_v2.csv,80828,b4845758f8777b4c2b0d774160a2fafaf1ba0dc5,review_data_artifact,,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/README.md,821,ee75cb3dd1fb2fd5ba67d61d037f635c3e1031eb,import_data_pipeline,docs/README.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/architecture/mutation_framework_overview.md,2296,dfc1fce38a07e05c26a92d9dc383f957b0678023,import_data_pipeline,docs/architecture/mutation_framework_overview.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/README.md,278,71f67de0c9a75367aff2d5db815a3271db8cfa2a,import_data_pipeline,docs/archive/README.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/operator_inventory_v1/operator_audit_matrix_v1.md,5541,7b6e7bcfd1fe16dd452755e8e6bf1db981d41013,import_data_pipeline,docs/archive/operator_inventory_v1/operator_audit_matrix_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/operator_inventory_v1/operator_inventory_v1.csv,7343,e9cd8674c6ff58c1696891d7ad6f6fbb503b0c03,import_data_pipeline,docs/archive/operator_inventory_v1/operator_inventory_v1.csv,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/operator_inventory_v1/operator_inventory_v1.md,5342,9377d13d5250b98a8e59385f8045221630153433,import_data_pipeline,docs/archive/operator_inventory_v1/operator_inventory_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/superseded/README_bucket_free_pipeline_replacements_v1.md,1189,cf633b4650fd55ea4c46e045f3ed8da482f0a212,import_data_pipeline,docs/archive/superseded/README_bucket_free_pipeline_replacements_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/superseded/normalization_schema_v1.md,10240,d3e005bbe6cd4977f59abf773c78247fb4599d68,import_data_pipeline,docs/archive/superseded/normalization_schema_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/superseded/operator_example_v1.md,41698,46ef62e99bfebc39835d28c3bfa184479788edac,import_data_pipeline,docs/archive/superseded/operator_example_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/superseded/operator_policy_v1.md,9407,e6a0d9e56ed65b5c71ec5210ccbea02ccf1b66d1,import_data_pipeline,docs/archive/superseded/operator_policy_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/archive/superseded/operator_policy_v2_draft.md,2891,9e475e6517c1f8bca904c4d764ebd4ea8fb0c189,import_data_pipeline,docs/archive/superseded/operator_policy_v2_draft.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/contract/README.md,772,1ffe1e5f54eb6ffc80b8822a1231eb544a885de8,import_data_pipeline,docs/contract/README.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/contract/dataset_schema_v1.json,4287,a4cd4126440fb0f129a912be7304eaf8b73172d1,import_data_pipeline,docs/contract/dataset_schema_v1.json,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/contract/dataset_schema_v1.md,4649,242d850f51ca36349bcf53c871ebc8ffe77471c1,import_data_pipeline,docs/contract/dataset_schema_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/contract/mutation_input_contract_v1.md,9263,e3cc44b0004c45883c7e7b3cd8c35fdac075f10b,import_data_pipeline,docs/contract/mutation_input_contract_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/contract/operator_contract_v0.1.md,9789,86136d1ed6f78ca5af3eaf96ec24f2793f341d36,import_data_pipeline,docs/contract/operator_contract_v0.1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/howto/README_operator_inventory_tools_v1.md,850,8313364ce7c994aa50b39ca0cce0a36dd20cb21a,import_data_pipeline,docs/howto/README_operator_inventory_tools_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/howto/add_operator.md,2530,0244e0bf8be3d2eb982b5e5f3a060da663e96c64,import_data_pipeline,docs/howto/add_operator.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/howto/quickstart.md,3307,5b4908870c1865cbcd3fefb30674f6da10420c0e,import_data_pipeline,docs/howto/quickstart.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/howto/snapshots.md,2521,1e45d918e4c72492cc18738529bee320fa35cd21,import_data_pipeline,docs/howto/snapshots.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/operator_inventory_v1.csv,8575,4afd4df48809cd5ea632f25ed466ba05b35ba873,import_data_pipeline,docs/operator_inventory_v1.csv,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/operator_inventory_v1.md,5558,805f7c96b734934a0aef83783acc67acec0dc16d,import_data_pipeline,docs/operator_inventory_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/operator_policy_v2_draft.md,2930,85b393c695ca98dc93993b9c6dfd5f9f6d4f0689,import_data_pipeline,docs/operator_policy_v2_draft.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/README.md,597,b6aacdd7ec1f367dff1e7cdb9212415e261f358a,import_data_pipeline,docs/policies/README.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/mutation_design_v1.md,3858,ff1a217f7e527fe4774e4a102d63ad2473dc2592,import_data_pipeline,docs/policies/mutation_design_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/operator_assignment_policy_v1.md,4522,9b4bc91c75ae0bacf8bc04582fd8e99d7a4f7773,import_data_pipeline,docs/policies/operator_assignment_policy_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/operator_assignment_policy_v1_1.md,2379,5efe7fc65393e63534a31e0d8a3034f464666b7f,import_data_pipeline,docs/policies/operator_assignment_policy_v1_1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/operator_policy_v2.md,16951,3ec2715c5a7867b75ee0b1fac7e75a989481fb2f,import_data_pipeline,docs/policies/operator_policy_v2.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/policy_operator_stats_logging_v0.1.md,2553,b4dd05a995b8e633cda8b8f367abaa380e120ee8,import_data_pipeline,docs/policies/policy_operator_stats_logging_v0.1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/policy_rng_repro_v0.1.md,2847,df8317dfe1ae934106d380eb689c1302d65c5999,import_data_pipeline,docs/policies/policy_rng_repro_v0.1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/policy_validity_guard_v0.1.md,3628,db40a94962b1be31ab0e34c00c171bb91e89368b,import_data_pipeline,docs/policies/policy_validity_guard_v0.1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,docs/policies/source_usage_decision_v1.md,8152,479d8038b3c16aba80cd09a75da5ba1bc46b72ea,import_data_pipeline,docs/policies/source_usage_decision_v1.md,
data_pipeline,pre-monorepo-data-pipeline-20260730,examples/.gitkeep,1,8b137891791fe96927ad78e64b0aad7bded08bdc,import_data_pipeline,examples/.gitkeep,
data_pipeline,pre-monorepo-data-pipeline-20260730,examples/__init__.py,0,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,import_data_pipeline,examples/__init__.py,
data_pipeline,pre-monorepo-data-pipeline-20260730,examples/generate_children.py,1024,1382229c4d39d592f73ef9a698b5cc9cde8228c4,import_data_pipeline,examples/generate_children.py,
data_pipeline,pre-monorepo-data-pipeline-20260730,examples/run_llm01_demo.py,2826,b10b8863f2d67d72908fae465a0a3e803e5031ec,import_data_pipeline,examples/run_llm01_demo.py,
data_pipeline,pre-monorepo-data-pipeline-20260730,examples/run_one_case.py,907,0811a559f2c01ad8a6bd5d13d24d726a9e81f5f4,import_data_pipeline,examples/run_one_case.py,
data_pipeline,pre-monorepo-data-pipeline-20260730,examples/seed_samples.json,5395,0575902d420ac4851ba7b6a7da484577c555248d,import_data_pipeline,examples/seed_samples.json,
data_pipeline,pre-monorepo-data-pipeline-20260730,pytest.ini,66,ec408c605ce0734643ed269d807e347c129c3b9e,merge_manually,pytest.ini,
data_pipeline,pre-monorepo-data-pipeline-20260730,reports/pre_monorepo_freeze/FREEZE_NOTES_20260730.md,1641,cd91ae142ec419b047a53cab49d809e6c2b1a6e4,relocate_data_pipeline,reports/pre_monorepo_freeze/DATA_PIPELINE_FREEZE_NOTES_20260730.md,
