source_repository,source_ref,source_commit,source_path,migration_decision,destination_path,expected_blob_hash,actual_blob_hash,size_bytes,verification_status
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/batches/seed_curation_100_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/batches/seed_curation_100_v1.csv,2a37039f695066c39d728aeb7e2adc57cb059e38,2a37039f695066c39d728aeb7e2adc57cb059e38,350617,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/batches/seed_curation_smoke50_candidates_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/batches/seed_curation_smoke50_candidates_v1.csv,52d48b3e07c16791d35310e6e248c0e48b2b9ef9,52d48b3e07c16791d35310e6e248c0e48b2b9ef9,146625,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/batches/seed_curation_smoke50_summary_v1.md,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/batches/seed_curation_smoke50_summary_v1.md,66ab8a8bbcbf01752fe09f4b20fc49abb5000bc7,66ab8a8bbcbf01752fe09f4b20fc49abb5000bc7,8488,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/batches/structure_sensitive_seed_6_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/batches/structure_sensitive_seed_6_v1.csv,58fa7659a97a9ccb6e03a94d82176d836a7874e8,58fa7659a97a9ccb6e03a94d82176d836a7874e8,27645,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/benign/manual_review_benign_schema_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/benign/manual_review_benign_schema_v1.csv,a7ecca3fa28e17f94941e1dc5ae2bb3b0fb9c5fe,a7ecca3fa28e17f94941e1dc5ae2bb3b0fb9c5fe,259856,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/benign/manual_review_seed_malicious_schema_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/benign/manual_review_seed_malicious_schema_v1.csv,15597e034fe91c95f0fd31452651f14e2a9afd30,15597e034fe91c95f0fd31452651f14e2a9afd30,1161345,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/bypass/manual_review_bypass_candidate_schema_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/bypass/manual_review_bypass_candidate_schema_v1.csv,cd8f041353292ed016d44050e12c6fef70221a6f,cd8f041353292ed016d44050e12c6fef70221a6f,651004,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/context_eval/manual_review_context_eval_schema_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/context_eval/manual_review_context_eval_schema_v1.csv,16cb681902f8d7a06fa5fc8abc097a5f604ab7c6,16cb681902f8d7a06fa5fc8abc097a5f604ab7c6,864824,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/01_seed_review/hard_negative/manual_review_hard_negative_schema_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/01_seed_review/hard_negative/manual_review_hard_negative_schema_v1.csv,32d260fc96e2bd7bcf2c1a5fa13f0f55400297a5,32d260fc96e2bd7bcf2c1a5fa13f0f55400297a5,315413,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/02_operator_review/completed/mutation_operator_manual_review_v1_completed.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/02_operator_review/completed/mutation_operator_manual_review_v1_completed.csv,a2f916192894218a09103f018c6e53f3a98eae72,a2f916192894218a09103f018c6e53f3a98eae72,43297,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/02_operator_review/input/mutation_operator_manual_review_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/02_operator_review/input/mutation_operator_manual_review_v1.csv,974393adb06dd83416d0a8430d07996fc876f035,974393adb06dd83416d0a8430d07996fc876f035,40001,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/03_mutation_review/batches/mutation_input_smoke_excluded_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/03_mutation_review/batches/mutation_input_smoke_excluded_v1.csv,a61a169375ac6d058648d6292454f8cb20e933cd,a61a169375ac6d058648d6292454f8cb20e933cd,104565,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/03_mutation_review/batches/seed_curation_250_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/03_mutation_review/batches/seed_curation_250_v1.csv,a87602da55c99aa056d36624d872f1006e0c8caa,a87602da55c99aa056d36624d872f1006e0c8caa,474977,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/03_mutation_review/batches/seed_curation_additional_150_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/03_mutation_review/batches/seed_curation_additional_150_v1.csv,29e4f3e4adb6081fb872bf95acf3c25f2f07fb39,29e4f3e4adb6081fb872bf95acf3c25f2f07fb39,116577,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/03_mutation_review/batches/seed_unspecified_relabel_62_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/03_mutation_review/batches/seed_unspecified_relabel_62_v1.csv,883be2f04a5f113278172166be57933f2b28e482,883be2f04a5f113278172166be57933f2b28e482,26035,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/03_mutation_review/mutation_filter/mutation_candidates_1150_classified_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/03_mutation_review/mutation_filter/mutation_candidates_1150_classified_v1.csv,bb9b74f804e1700c4039d74c72e7eb95dccd66d7,bb9b74f804e1700c4039d74c72e7eb95dccd66d7,796305,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/03_mutation_review/mutation_filter/mutation_candidates_1150_drop_v1.jsonl,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/03_mutation_review/mutation_filter/mutation_candidates_1150_drop_v1.jsonl,28f8a41d38e07f0447534559d27ee1239c970839,28f8a41d38e07f0447534559d27ee1239c970839,130,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/03_mutation_review/mutation_filter/mutation_candidates_1150_review_v1.jsonl,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/03_mutation_review/mutation_filter/mutation_candidates_1150_review_v1.jsonl,c39697c1e987c2324a63a92bf8c85136e1251b29,c39697c1e987c2324a63a92bf8c85136e1251b29,131,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/03_mutation_review/mutation_filter/mutation_candidates_1150_valid_v1.jsonl,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/03_mutation_review/mutation_filter/mutation_candidates_1150_valid_v1.jsonl,5d7dafdfd97f06574980b1f3354f1c9aa2b5946f,5d7dafdfd97f06574980b1f3354f1c9aa2b5946f,132,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/audit/structure_audit_repository_file_v1_completed.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/audit/structure_audit_repository_file_v1_completed.csv,410c266a48cc1b10697b088ef2e6467a30c4c536,410c266a48cc1b10697b088ef2e6467a30c4c536,126597,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/audit/structure_audit_yaml_v1_completed.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/audit/structure_audit_yaml_v1_completed.csv,9dffe83cf4013d2082e1d7c7f3027065d46e6c11,9dffe83cf4013d2082e1d7c7f3027065d46e6c11,119473,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/audit/structure_intact_repository_file_selected_30_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/audit/structure_intact_repository_file_selected_30_v1.csv,a22e11f0880f64b92951bc9125e66b65d8075693,a22e11f0880f64b92951bc9125e66b65d8075693,41797,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/audit/structure_intact_repository_file_summary_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/audit/structure_intact_repository_file_summary_v1.csv,b2229816ef05ffb556ac80d285c611b91b4d9c9b,b2229816ef05ffb556ac80d285c611b91b4d9c9b,163,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/audit/structure_intact_yaml_initial_audit_summary_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/audit/structure_intact_yaml_initial_audit_summary_v1.csv,1b658a7b269bafc2b95c208b5308baec72dab8a3,1b658a7b269bafc2b95c208b5308baec72dab8a3,112,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/audit/structure_intact_yaml_selected_2_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/audit/structure_intact_yaml_selected_2_v1.csv,ea40daac9f2565c34a5ec224897f1f762b42549f,ea40daac9f2565c34a5ec224897f1f762b42549f,2198,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_code_block_candidates_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_code_block_candidates_v1.csv,0bebf804659cbdf97ffdc8748f46868828664e07,0bebf804659cbdf97ffdc8748f46868828664e07,190065,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_code_block_candidates_v1_completed.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_code_block_candidates_v1_completed.csv,ab7909abb43a3fced51e1a2e9f4bdac9c6e21f0a,ab7909abb43a3fced51e1a2e9f4bdac9c6e21f0a,192305,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_json_candidates_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_json_candidates_v1.csv,abae08a0d9e19be9d467bc6eeb82f897ca00602a,abae08a0d9e19be9d467bc6eeb82f897ca00602a,229791,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_json_candidates_v1_completed.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_json_candidates_v1_completed.csv,088a62c393f27f3ecbbff791792e34f41b92cd83,088a62c393f27f3ecbbff791792e34f41b92cd83,234464,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_markdown_candidates_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_markdown_candidates_v1.csv,7981ea48dc1104978155bbe07746d34b0f4532b2,7981ea48dc1104978155bbe07746d34b0f4532b2,66846,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_markdown_candidates_v1_completed.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_markdown_candidates_v1_completed.csv,add11e8daa89038e9db5f402c29d01b2983f5239,add11e8daa89038e9db5f402c29d01b2983f5239,69952,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_strict_audit_summary_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_strict_audit_summary_v1.csv,c838b155bd239b805d82820e6010983e04ff8b42,c838b155bd239b805d82820e6010983e04ff8b42,213,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_structure_candidates_all_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src10_scout450_v1/src10_scout450_structure_candidates_all_v1.csv,6bb84d92777f0541d538ad5d5b31a876bebb9590,6bb84d92777f0541d538ad5d5b31a876bebb9590,485730,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_audit_30_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_audit_30_v1.csv,6fbe04e5ec26b133bef66d8903d1de7dbe2faf04,6fbe04e5ec26b133bef66d8903d1de7dbe2faf04,83586,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_audit_30_v1_completed.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_audit_30_v1_completed.csv,f0420fa7f7ec8ed2923d7f4120f7dc03f761db26,f0420fa7f7ec8ed2923d7f4120f7dc03f761db26,90622,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_candidates_all_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_candidates_all_v1.csv,0dfbf9519d945ce62033c69ea90f7d95af4c4a21,0dfbf9519d945ce62033c69ea90f7d95af4c4a21,20280291,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_selected_10_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_selected_10_v1.csv,093cc449818fd4f2874def6f61901e15bb5a7431,093cc449818fd4f2874def6f61901e15bb5a7431,25458,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_strict_audit_summary_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src11_bipia_v1/src11_bipia_code_strict_audit_summary_v1.csv,df86c9f1de4ce73447b19d352daadde19ea32ccf,df86c9f1de4ce73447b19d352daadde19ea32ccf,229,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src12_bordair_v1/src12_bordair_yaml_audit_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src12_bordair_v1/src12_bordair_yaml_audit_v1.csv,bf673537152e3a32191e0cd39d5dff03d9411ade,bf673537152e3a32191e0cd39d5dff03d9411ade,1023,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/external_structure_candidates/src12_bordair_v1/src12_bordair_yaml_candidates_all_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/external_structure_candidates/src12_bordair_v1/src12_bordair_yaml_candidates_all_v1.csv,bf673537152e3a32191e0cd39d5dff03d9411ade,bf673537152e3a32191e0cd39d5dff03d9411ade,1023,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/final/structure_intact_dataset_150_manifest_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/final/structure_intact_dataset_150_manifest_v1.csv,24b9646b8888812d1c897fb0a86f202d35331973,24b9646b8888812d1c897fb0a86f202d35331973,770,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/final/structure_intact_dataset_150_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/final/structure_intact_dataset_150_v1.csv,41316c5c20f22cf86a0b08c58999e9ab563edcce,41316c5c20f22cf86a0b08c58999e9ab563edcce,321233,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/final/structure_intact_dataset_150_v1.jsonl,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/final/structure_intact_dataset_150_v1.jsonl,db7511ee1f2ceece5ff336600681f29b74187f46,db7511ee1f2ceece5ff336600681f29b74187f46,131,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/final_selection/structure_intact_additional_14_selected_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/final_selection/structure_intact_additional_14_selected_v1.csv,4f5ae7a29fcb2764e1f34a795ebab4ac8954fd45,4f5ae7a29fcb2764e1f34a795ebab4ac8954fd45,17007,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/final_selection/structure_intact_bipia_code_additional_8_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/final_selection/structure_intact_bipia_code_additional_8_v1.csv,924947b7834fcf0fc5eee6aaf986823587eb6ede,924947b7834fcf0fc5eee6aaf986823587eb6ede,27559,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/final_selection/structure_intact_bordair_selected_2_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/final_selection/structure_intact_bordair_selected_2_v1.csv,87c342d1140633acdec4071bf20f63c3eb30c442,87c342d1140633acdec4071bf20f63c3eb30c442,1460,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/final_selection/structure_intact_markdown_additional_4_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/final_selection/structure_intact_markdown_additional_4_v1.csv,9e65fbd150fbd632db0c9e0e45f696b318b33a59,9e65fbd150fbd632db0c9e0e45f696b318b33a59,5486,verified
llm-prompt-injection-diagnostic-benchmark,pre-monorepo-data-pipeline-20260730,adef409ccba5c192b037b41a96e12c7fcca61c52,data/review/04_structure_intact/structure_intact_audit_v1/structure_audit_code_block_v1.csv,relocate_data_pipeline,data/archive/pre_monorepo_data_pipeline_20260730/review/04_structure_intact/structure_intact_audit_v1/structure_audit_code_block_v1.csv,43a8eba67a3ea10a24fb3cdc8d2ec0648889edfa,43a8eba67a3ea10a24fb3cdc8d2ec0648889edfa,4886,verified
